"","Var1","Var2","Var3","Var4","Var5","Var6","Var7","Var8","Var9","Var10","Var11","Var12","Var13","Var14","Var15","Var16","Var17","Var18","Var19","Var20","Target"
"1692","O3",95,415,"ebf0151fec2d1bc23e9beb28569983e9","no",NA,0,269,120,45.73,233.7,120,19.86,179.3,61,8.07,7.3,4,1.97,2,"True."
"1693","P1",79,415,"32a7f5d0c4928f0b513d5d1a3d6473f5","no","no",0,268.3,114,45.61,185.5,111,15.77,264.6,88,11.91,6.3,7,1.7,1,"True."
"1694","O2",123,415,NA,"no","yes",27,198.7,NA,33.78,249,105,21.17,173.2,124,7.79,12.5,5,3.38,1,NA
"1695","V2",99,415,"8f9ce14e81f1f6f606c01f02ea17dc96","no","no",0,115.5,NA,19.64,218.1,111,18.54,254.9,98,11.47,11.5,7,3.11,7,"True."
"1696","I2",114,415,NA,"no","no",0,202.1,100,34.36,195.7,102,16.63,291.8,120,13.13,13.3,5,3.59,2,"False."
"1697","P1",141,510,"ec7e28acfbb337f0861cc836eb5156d0","no","no",0,215.6,113,36.65,200.6,81,17.05,153.8,107,6.92,12.4,6,3.35,1,"False."
"1698","N6",132,408,"588d67df4ab02a0f85637b5a8191e271","no","no",0,169.9,107,28.88,209.4,121,17.8,206.1,79,9.27,11.5,2,3.11,1,"False."
"1699","F1",133,510,"396519e9bac2084019e04054bbaaa8f7","no","no",0,201.7,NA,34.29,169.4,116,14.4,286.3,80,12.88,6,4,1.62,0,"False."
"1700","T2",133,408,"d8e36a43f75fb0e9afdb7f19f38807b3","no",NA,0,221.1,133,37.59,160.2,140,NA,161.8,84,7.28,8.4,3,2.27,4,"False."
"1701","V2",93,510,"c5b11fc666106dcf48a39660120f36c7","no","yes",NA,218.7,117,37.18,115,61,9.78,192.7,85,8.67,9.4,5,2.54,2,"False."
"1702","M1",34,415,"1956d09eecb85a77396398fb4d4895b6","no","no",0,293.7,89,49.93,272.5,71,23.16,178.2,76,8.02,11,10,2.97,2,"True."
"1703","O3",140,415,"352a11baf74547e6997e5cefb8b81ec7","no","no",0,120.3,108,20.45,240.4,84,20.43,216.4,74,9.74,7.7,3,2.08,4,"True."
"1704","D2",96,415,"360c7d0cb2e05d50dae73ea47d0317a2","no","yes",26,175.8,96,29.89,206.6,84,17.56,178,105,8.01,11.1,2,3,2,"False."
"1705","F1",144,510,NA,"no",NA,0,NA,95,47.35,NA,90,20.46,120,90,5.4,11.6,5,3.13,1,"True."
"1706","I2",24,408,"3b0eb46bec25e379e13b9c19f7289eea","no","yes",29,236.3,105,40.17,190.8,114,16.22,129,105,5.81,7.2,2,1.94,3,"False."
"1707","M2",54,415,NA,"no","no",0,273.8,NA,46.55,119.6,156,10.17,267.6,117,12.04,11.7,3,3.16,1,"False."
"1708","W3",50,408,NA,"no","no",NA,131.1,129,22.29,160.5,94,13.64,206.9,88,9.31,5.6,9,1.51,5,"True."
"1709","I2",92,415,"3fd1704eeacf00a42d5d7ea4569a5571","no","yes",23,167.4,83,28.46,258.6,129,21.98,116.4,110,5.24,11.2,3,3.02,4,"False."
"1710",NA,96,408,"7a5f7586cd9fa19964c7418c32d1c975","no","no",0,197.7,68,33.61,250.5,53,21.29,181.2,67,8.15,10.5,3,2.84,3,"False."
"1711","O1",146,415,"7f59f007cde2e4af6ba2374f40a82538","no","no",0,NA,93,28.82,230.9,71,19.63,269.8,115,12.14,9,7,2.43,2,"False."
"1712","I2",138,415,"d08062c0555fc83c84de2b4e50ade0a4","yes","yes",17,225.2,116,38.28,173.4,88,14.74,145.8,99,6.56,11.7,4,3.16,0,"False."
"1713","S1",102,408,"4f090f66e735c014b456efc80f2af94a","no","no",0,174.5,73,29.67,213.7,114,18.16,164.7,116,7.41,10.3,5,2.78,4,"False."
"1714","M6",76,510,"908b9e5fdd70b05d266524dbb2d02ec9","no","no",0,129.7,84,22.05,NA,80,15.09,NA,87,10.3,7.5,3,2.03,5,"True."
"1715","N3",99,415,"981ae78ac7a8d959ccff7fda4fdfd170","no","no",0,200,66,34,107.9,104,9.17,233.7,82,10.52,11.4,2,3.08,3,"False."
"1716","N1",83,510,"efb95ae4e0cb9f6ef8e45b986bf70431","no","yes",36,95.9,87,16.3,261.6,105,22.24,228.6,109,10.29,13.3,4,3.59,0,"False."
"1717","M3",36,510,"f18b37842268f291a6bc06dbe1356e49","no","yes",25,152.8,110,25.98,242.8,67,20.64,147.4,74,6.63,9.1,2,2.46,1,"False."
"1718","M4",70,510,"f17e78ba7399f70d9ebf861d3da4c2ed","no","no",0,129.9,102,NA,208.7,133,NA,NA,93,10.41,14.3,3,3.86,1,NA
"1719","A4",109,415,"5cd5c6071bde0238653b5d85f9a57372","yes","no",0,268.4,85,45.63,150.6,131,12.8,297.9,84,13.41,9.7,8,2.62,2,"True."
"1720","A4",NA,415,"45d6a84a6a1ed0f7dcd59b56b24bdf02","no","no",0,188.5,152,32.05,148.3,115,12.61,179.8,88,8.09,15.2,5,4.1,2,"False."
"1721","H1",104,408,"480d352b5cdf8f621ac043180875ed88","no","no",0,170.6,97,29,162.1,111,13.78,210.7,131,9.48,6.1,NA,1.65,1,"False."
"1722","N5",106,415,"53189e5d01788c99259161e937bcabfc","no","no",0,NA,124,32.54,200.7,116,17.06,230.1,76,10.35,8.2,3,2.21,1,"False."
"1723","M7",NA,510,"1b9cfb68420a63eee8565252d811ecb9","no","no",0,75.3,96,12.8,179.9,113,15.29,193.8,134,8.72,12.3,1,3.32,NA,"False."
"1724","M1",80,510,"357bc4183721c18262720f046e9d4f21","no","no",0,149.8,123,NA,276.3,NA,23.49,241.4,75,10.86,10.9,7,2.94,2,"False."
"1725","S1",100,510,"4e79564817a67204ee840643b6d3063f","no","no",NA,115.9,87,19.7,111.3,56,9.46,170.2,77,7.66,7.1,4,1.92,1,"False."
"1726","M5",99,408,"c22b81164f0be13aa237d17482838263","no","no",0,128.8,86,21.9,203.9,105,17.33,NA,131,12.72,14.1,4,3.81,2,"False."
"1727","W3",50,510,"faa9ae926198ce47d4bf1ad4774b504d","no","no",0,131.7,108,22.39,216.5,103,18.4,196.1,126,8.82,11,5,2.97,1,"False."
"1728","M7",105,415,"936645100b31498a4502c2ccd526905b","no","no",0,101.4,48,17.24,159.1,119,13.52,259.2,53,11.66,12.2,2,3.29,1,"False."
"1729","V1",113,415,NA,"no","yes",23,149,104,25.33,235.8,67,20.04,201.8,76,9.08,9.5,5,2.57,4,"False."
"1730","M7",111,415,"3f239d8e1303b7b1792153eb196e681d","no","yes",NA,NA,123,NA,170.6,105,14.5,166,85,7.47,13.4,NA,3.62,NA,"False."
"1731","N6",161,408,"3fcf8ec7d3b1abbf2673580887d90a07","no","no",0,107.5,121,18.28,256.4,46,21.79,247.2,131,11.12,12.6,3,3.4,2,"False."
"1732","T2",70,415,"a9a701763fb0b3ca69ae9679e7e08644","no","no",0,232.8,95,39.58,303.4,111,25.79,255.6,104,NA,NA,7,3.48,0,"True."
"1733","H1",97,415,"777294e634ee3363ee2c1461bbd6e022","no","yes",43,121.1,105,20.59,260.2,115,22.12,222.4,100,10.01,8.3,5,2.24,3,"False."
"1734","W1",130,510,"ee44e2e6e3456d5954591b8eb267369a","no","no",NA,124.3,70,21.13,NA,99,23.01,NA,83,10.78,3.5,6,0.95,NA,NA
"1735","W2",92,415,"599f818a79c759623719c3e89d396706","no","no",0,157.7,101,NA,298.6,100,25.38,216.9,99,9.76,13.8,3,3.73,NA,"False."
"1736","C2",119,408,"50dc3ceab16c973ca6478c3b9f718222","no","no",0,124.3,68,21.13,207.1,88,17.6,157.4,93,7.08,14.8,1,4,0,"False."
"1737","N7",115,415,NA,"no","no",0,286.4,125,48.69,205.7,74,17.48,191.4,141,8.61,6.9,6,1.86,1,"True."
"1738","R1",NA,415,"31016f0a64a87efc6237f213532ab3dc","no","no",0,141.7,95,24.09,205.6,101,17.48,218.5,60,9.83,8.8,6,2.38,0,"False."
"1739",NA,127,408,"96ea75018099c07bff5a4115fe807f5e","no","yes",25,173,91,29.41,245.8,64,NA,300,99,13.5,4.8,3,1.3,0,"False."
"1740",NA,80,415,"49399ff6de537b5827fc6124b94f37c6","no","no",0,268.7,NA,45.68,301,147,25.59,167,140,7.52,5.8,NA,1.57,2,"True."
"1741","N2",153,415,"137816b8f1c068a780160698adbb8f13","no","yes",31,218.5,130,37.15,134.2,NA,11.41,118.9,105,5.35,9.4,6,2.54,0,"False."
"1742","M5",85,415,"e6f9fdd0c6c45ff2fa0919de0f2380c2","no","no",0,255.3,114,43.4,194.6,83,16.54,276.6,78,12.45,3.7,5,1,3,"False."
"1743","H1",79,415,"a86d6b26256b568ac6c03724256f4187","no","no",0,41.9,124,NA,211,NA,17.94,237.9,55,10.71,11.4,5,3.08,1,"False."
"1744","N2",35,415,"64ddbf5486df6d158c4ae23fc72084e0","no","no",0,260.8,87,44.34,258.1,78,21.94,131.3,123,5.91,5.8,NA,1.57,1,"False."
"1745",NA,120,408,"dce6456a2c59748507600e83a2daa6c9","no","yes",NA,239.4,NA,40.7,259.4,88,22.05,238,132,10.71,7.7,3,2.08,0,"False."
"1746","M5",68,510,"bc42a10fff7ec6d801705cbf8f1c2019","no","no",0,226.7,NA,38.54,168.4,129,NA,188.7,117,8.49,10.2,1,2.75,0,"False."
"1747","D1",60,408,"759f140c6dd7614d8df4d470927350d1","no","no",0,179.3,147,30.48,208.9,89,17.76,248.2,98,11.17,13.5,6,3.65,1,"True."
"1748","K1",120,510,"f1993f3cca6a17d1980bb6bf66f236c2","no","no",0,158,110,26.86,197,103,16.75,154.9,132,6.97,10,5,2.7,1,"False."
"1749","M8",71,510,"4f26a0156c70579b18e4e26e627528d7","no","yes",23,175.7,82,29.87,258.9,136,22.01,268.4,154,12.08,14.1,7,3.81,1,"False."
"1750","W3",124,415,"c9e1bc843b470f12f5c32646ca9e0b96","no","no",0,157.4,107,26.76,167.8,112,14.26,188.8,102,8.5,8.8,3,2.38,3,"False."
"1751","M3",23,510,"2d3da55724505fab6ac50ec4172de36d","no","no",0,113.1,NA,19.23,NA,95,14.35,262.9,126,11.83,6.9,2,1.86,1,"True."
"1752","W4",225,415,"48f3ea8c296b33a799b1fa56e3ce17fe","no","no",0,182.7,142,31.06,246.5,63,20.95,NA,103,9.81,8.8,2,2.38,1,"False."
"1753","N8",181,415,"f545fd1c67b61c6b13c35e2f504d9b3a","yes","no",0,161.3,83,27.42,124.4,83,10.57,NA,98,11.79,14.1,3,3.81,0,"True."
"1754","V2",63,415,"673ed7a7e9c6d20e111702cb6334216d","no",NA,0,142.5,92,24.23,208.3,102,17.71,228.9,120,10.3,7.5,2,2.03,2,"False."
"1755","N1",54,415,"fe8b49e0e17b4ec8b00920e9612896cf","yes","no",0,190.5,108,32.39,259.7,108,22.07,141.5,111,6.37,9.7,2,2.62,2,"True."
"1756","M6",80,408,"a9830ada6ed245ec13f8a41480eedb2b","yes","yes",15,159.3,110,27.08,170.6,120,14.5,141.2,82,6.35,11.9,5,3.21,1,"False."
"1757","N1",118,408,"ffa4efac53e523c21470c4cbbe6708a8","yes","yes",39,NA,106,26.15,123.3,111,10.48,117.8,103,5.3,9.2,6,2.48,1,"False."
"1758","N5",42,408,"e84be14d25a43dea198b9e76cc2488fc","yes","no",0,180.7,127,30.72,174.6,94,14.84,165.3,114,7.44,12,NA,3.24,2,"False."
"1759","O1",134,408,"bb3613feaed718522fb9a5b2b2d2e4d2","no","no",0,202.7,105,34.46,224.9,90,19.12,253.9,108,11.43,12.1,7,3.27,0,"False."
"1760",NA,66,415,"705066ed5cbbdb305a0af35b94910d02","no","yes",35,190.8,NA,32.44,261.3,93,22.21,209.5,108,9.43,8.9,NA,2.4,0,"False."
"1761","W1",66,415,NA,"no",NA,0,205.1,102,34.87,232.7,109,19.78,259.9,95,11.7,9.2,6,2.48,NA,"False."
"1762","T1",127,415,"426b18c985dcbc9743586a6c18560aed","no","yes",28,235.6,124,40.05,236.8,113,20.13,241.2,127,10.85,7.7,2,2.08,1,"False."
"1763","H1",146,510,"1828f90b9f01abf2d488eca6b8128472","no","no",0,189.3,77,32.18,155.9,128,13.25,186,83,8.37,7.4,3,2,0,"False."
"1764","W4",93,408,"1ac01945fd5fc280b4b6a450f71ee4fe","no",NA,42,166.9,101,28.37,273.2,84,NA,171,106,7.69,11.5,1,3.11,NA,"False."
"1765","C3",77,415,"5c22f81f017f416418655ca73ed47789","no","no",0,245.2,87,41.68,254.1,NA,21.6,239.4,91,10.77,7.5,4,2.03,0,"True."
"1766",NA,111,415,"e8708f61a3a4bac71568c0b9c92c2b35","no","no",0,132.6,125,22.54,221.1,67,18.79,127.9,101,5.76,12.7,2,3.43,4,"True."
"1767","N5",125,415,"f6adb13ebc226ed8165d4a8221c5ef60","no","no",0,182.3,64,30.99,139.8,121,11.88,171.6,96,7.72,11.6,7,3.13,2,"False."
"1768","A2",NA,510,"0a1acf5a42520d2f74d756581269eba3","no","yes",14,NA,86,32.69,88.7,90,7.54,229.4,120,10.32,10.5,3,2.84,2,"False."
"1769","M5",115,510,NA,"yes","no",0,122,110,20.74,220.2,100,18.72,179.7,124,8.09,10.8,2,2.92,2,"True."
"1770","N1",114,408,"a0dc8db373e078b3850c18480505ab4d","no","no",0,193,101,32.81,250,81,21.25,133.3,79,6,9.6,2,2.59,2,"False."
"1771","O1",106,415,"32fcd4e76b0096d722c7cf671b8986dd","no","no",0,158.6,112,26.96,220,114,NA,252.9,106,11.38,9.1,3,2.46,0,"False."
"1772","N2",118,415,"95041598925fea4abc0b55c9bd7008f1","no","yes",39,91.5,NA,15.56,219.9,113,18.69,229,99,10.31,12.7,8,3.43,2,"False."
"1773","C2",59,510,"2f0ba29bd62501bdbed75c93c6b0d186","no","no",0,153.6,92,26.11,205.5,88,17.47,114.5,89,5.15,12.5,10,3.38,1,"False."
"1774","N2",87,415,"df8ee03ca1ea6e763393464589e75d72","yes","yes",40,221.6,NA,37.67,157.1,74,13.35,222.4,124,10.01,11.5,3,3.11,NA,"False."
"1775","N8",21,415,NA,"no","no",0,244.7,81,41.6,168,117,14.28,281.5,87,12.67,6.6,NA,1.78,NA,"False."
"1776","W2",142,408,"21c9da7cfc035341020422fbe65d515d","no","yes",24,239.8,103,40.77,285.9,65,24.3,256.7,106,11.55,9.5,4,2.57,0,"False."
"1777",NA,NA,415,"98a320a906029fb98ab48e4a8cac7e0a","no","no",0,172.4,132,29.31,NA,100,19.59,228.2,109,10.27,11,NA,2.97,0,"False."
"1778","O3",149,415,"9ee3c2c394fad608fce63eebfe3a125f","no","no",0,NA,NA,41.23,245.4,97,20.86,219.6,80,9.88,10,3,2.7,3,"True."
"1779","C2",54,510,"9cf391dcd69cf8d458418fcd93a9d02a","no","yes",39,117.6,82,19.99,159.2,60,13.53,236.4,113,10.64,11.3,10,3.05,2,"False."
"1780","L1",112,510,"c6c8252ce40c8da4ed4b9dc6d507a3b2","no","no",0,174.5,127,29.67,NA,71,22.04,170.5,120,7.67,11.3,7,3.05,1,"False."
"1781","A2",68,510,"332f7e0fc38dce606e6aedf51a796a21","no","no",0,157.3,83,26.74,220.9,85,18.78,218.9,129,9.85,12,7,3.24,1,"False."
"1782",NA,201,415,"5273237cb5c7e2c7e5679d54bc970725","no","yes",21,192,97,NA,239.1,81,20.32,116.1,125,5.22,15.1,3,4.08,1,"False."
"1783","P1",88,510,"80e8df3c815137b15f3206af286039f6","no","no",0,218.2,76,37.09,169.3,60,14.39,141.1,99,6.35,8,1,2.16,1,"False."
"1784","I3",85,415,"2b20c828cefcbb96817b62042bbf3860","no","yes",29,144.6,NA,24.58,140,102,11.9,165.4,148,7.44,10.9,3,2.94,1,"False."
"1785","D2",51,415,"aea0416e2ace2d725c83656369570013","yes","no",0,153.6,108,26.11,232.9,85,19.8,214.2,92,9.64,14.1,4,3.81,0,"True."
"1786","M6",45,510,"4b9a7152f49746b9ea79507ce7effcc6","no","yes",29,135.8,104,23.09,222.5,101,18.91,235.6,92,NA,7.9,6,2.13,2,"False."
"1787","A3",116,510,"fd38c48975cd9856eb10cada90bbc504","no","no",NA,160.7,69,27.32,NA,106,12.48,287.8,144,12.95,8.2,5,2.21,NA,"False."
"1788","O1",146,408,"9f2c55e243320aede3068e5edf3712d1","no","yes",31,202.5,91,34.43,241.4,108,20.52,169.6,77,7.63,7.8,2,2.11,1,"False."
"1789","W2",63,510,"6149b7b55ab9faf585c91798103f6707","no","yes",34,152.2,NA,25.87,227.1,91,19.3,NA,103,8.81,12.3,5,3.32,NA,"False."
"1790",NA,133,510,"da458ba17c7342cc958e5a7efff91532","no","no",0,227.4,90,38.66,73.2,135,6.22,114.3,99,5.14,4.7,7,1.27,0,"False."
"1791","K2",125,408,"5d07e47dad11fc09233478d05d6153e1","no","no",0,191.6,115,32.57,205.6,108,17.48,210.2,123,9.46,9.2,3,2.48,2,"False."
"1792","O1",72,510,"be1fe2efef61c48bbbdc6f998188d2d7","no","no",NA,138.9,111,23.61,211.6,102,17.99,179.5,91,8.08,10.8,3,2.92,NA,"False."
"1793","T1",130,408,NA,"no","no",0,127,102,21.59,206.9,107,17.59,231.7,99,10.43,6.1,6,1.65,0,"False."
"1794","S1",97,415,"8de9c789afab2a28a2e583efa94c6d01","no","no",NA,NA,87,28.66,259.2,105,22.03,279.8,123,12.59,7.3,4,1.97,1,"False."
"1795","N8",54,415,"07db85c13b68587a46ef7c02cc3225ac","no","no",0,286.6,73,48.72,223.2,108,18.97,203.7,107,9.17,11.5,5,3.11,NA,"True."
"1796","G1",160,415,NA,"no","yes",29,164.6,121,27.98,262.8,108,22.34,123.8,131,5.57,15.2,4,4.1,1,"False."
"1797","T2",79,415,"e6429617a13ffa6b1629d79e043ef449","no","no",0,144,90,24.48,135.8,91,11.54,212.4,129,9.56,13,4,3.51,NA,"False."
"1798","W3",92,415,"7992a220d542748404aa6b1a4db30097","no",NA,47,141.6,95,24.07,207.9,130,17.67,203.6,95,9.16,10.2,11,2.75,0,"False."
"1799","M4",59,415,"b96f12d52ca8c36ca9f5558c5e13990d","no","no",0,204.3,65,34.73,247.3,123,21.02,214.7,94,9.66,12,4,3.24,1,"False."
"1800","N2",NA,510,"9ab29be632f3e5a3ab77c56c10f60c1d","no","no",0,163.2,80,27.74,167.6,90,14.25,87.5,90,3.94,6.2,10,1.67,1,"False."
"1801","N3",NA,510,NA,"no","no",0,NA,110,38.25,244.2,111,20.76,221.2,93,9.95,10.7,4,2.89,0,"False."
"1802","S1",93,415,"e94a3db2871ab88d279595c930d602a6","no","no",0,176.1,103,29.94,199.7,130,16.97,263.9,96,11.88,8.5,6,2.3,2,"False."
"1803","N5",147,415,"711e3f82d9769f052b05043aa7119fa3","no","yes",36,254.2,78,43.21,228.1,105,19.39,98,125,4.41,13.8,7,3.73,5,"False."
"1804","A1",101,510,"ce97069343620296e52486a7f27106ae","no","no",0,174.9,105,29.73,262,75,22.27,210,93,NA,8.5,5,2.3,1,"False."
"1805","C3",125,415,"eaa6a7b131be986b59ab251c220027f8","yes","no",0,187.3,118,31.84,160.7,111,13.66,263.8,112,11.87,9.6,2,2.59,0,"True."
"1806","C2",63,415,"702e8fb1b251dd2402c88630b6892360","no","no",0,211.8,84,NA,230.9,137,19.63,NA,99,9.77,10.7,9,2.89,3,"False."
"1807","M2",NA,415,"c8b382077a6b1ca891e2e578588f17c7","no",NA,0,241.9,102,41.12,126.9,117,10.79,185.6,92,8.35,11.7,6,3.16,0,"False."
"1808","N2",110,408,"d07882e961889f33bbeb004bf2adb234","no","no",0,196.1,103,33.34,NA,123,16.97,135.9,71,6.12,12.9,NA,3.48,3,"False."
"1809","N4",83,415,"959b765d839b3c3bd3be139c8cdc3942","no",NA,0,231.3,100,39.32,210.4,84,17.88,217.4,106,9.78,12.4,2,3.35,3,"False."
"1810","M5",117,408,"19a19226a4b5bc74ee8912a1a438cd0d","no","no",0,161.6,NA,27.47,196.3,119,16.69,294.8,111,13.27,13.8,2,3.73,1,"False."
"1811","K2",124,415,"6068af36ea8a2027bc61a76e9f4a92d5","no","no",0,194,103,32.98,241,116,20.49,227.5,153,10.24,11.9,5,3.21,0,"False."
"1812","N4",115,510,"3a372f95f1b9d57f2907b8e24b444c07","no",NA,0,109.7,148,18.65,223.8,87,19.02,240.3,96,10.81,15.4,8,4.16,3,"False."
"1813","C2",156,408,"b17f06ffcf3b5b88c51adb70683b2f44","yes","no",0,277,119,47.09,238.3,106,20.26,94.4,96,4.25,8.3,3,2.24,NA,"False."
"1814","K2",89,408,"8fc0b16f26af5bce7d904801fee0ca4f","no","no",NA,192.1,83,32.66,163.6,88,13.91,169.7,138,7.64,6.1,NA,1.65,0,"False."
"1815","K2",72,415,"5b0458a64cee31634854f5e89903f8a4","no","no",0,NA,147,33.73,216.9,121,18.44,NA,125,5.08,13.1,4,3.54,0,"False."
"1816","I4",101,415,"1b0afeb438d10e2c7afd76bdb31efe81","no","yes",42,209.2,82,35.56,159.7,74,13.57,181.6,100,8.17,9.5,3,2.57,0,"False."
"1817","O3",53,415,"aa34179e7ffa2a8a45930b0f27631038","no","no",0,184.8,98,31.42,216.4,125,NA,141.1,116,6.35,18.4,3,NA,2,"False."
"1818","S1",116,408,"81337b0e2814c30a97928191e9c9b6be","no","no",0,167.8,NA,28.53,142,123,12.07,190.7,128,8.58,7.3,4,1.97,2,"False."
"1819","D2",78,408,"2e2ae82bada24bac5748b512956db88c","no","no",0,139.2,140,23.66,191.4,113,16.27,286.5,125,12.89,11.8,3,3.19,3,"False."
"1820","O3",117,415,"8d5b68989fd4087bb30869fdced7f8f7","no","yes",17,221.3,82,37.62,167.6,100,NA,262.7,87,11.82,4.4,4,1.19,0,"False."
"1821","N3",NA,510,"6648b56b2f4c0545bea4d597de91af35","no","no",0,121.6,84,20.67,165.3,115,14.05,243.9,95,10.98,8.9,2,2.4,1,NA
"1822","O1",123,408,"b7778e8ce37902f025ed72dbbc07a895","no","yes",39,270.4,99,45.97,245.1,110,20.83,NA,113,4.9,15.4,7,4.16,1,"False."
"1823","O1",127,408,"eaaeaf35e5870f90877bcafbbb02f692","no","no",0,139.6,94,23.73,240.9,112,20.48,127.1,88,5.72,8.8,4,2.38,2,"False."
"1824","A3",116,415,"13568f8ac1290b12dbe8b09853726c52","no","yes",23,253,78,43.01,138.9,121,11.81,NA,104,12.5,11.8,3,3.19,2,"False."
"1825","K1",138,510,"a2d38e079422334d44a046e936ed8579","no","yes",26,183.9,83,NA,240.7,93,20.46,NA,125,8.36,15,3,4.05,1,"False."
"1826","T2",120,415,"d4e9c21b361539bb18e5427dc722f4d6","no","no",0,203.3,108,34.56,259.9,66,22.09,115.9,103,5.22,7.8,2,2.11,3,"False."
"1827","W2",102,408,"8da1be0aadc640999e558e5620dfa6b4","no","no",0,200.6,106,34.1,152.5,127,12.96,199.4,128,8.97,7.7,2,2.08,3,"False."
"1828","O3",95,415,"29aaeb5b42a8a5da10ae1347aab88d18","no","no",0,167.6,96,28.49,176,89,14.96,250.9,113,NA,13.4,6,3.62,2,"False."
"1829","V1",102,408,NA,"no","no",0,156.5,67,26.61,204.3,NA,17.37,141.9,72,6.39,9.9,NA,2.67,2,"False."
"1830","A3",89,415,"7e2c94515f22c9726e1dec483e65cf56","no",NA,25,215.1,NA,36.57,197.4,69,16.78,162.1,117,7.29,10.6,10,2.86,1,"False."
"1831","C3",50,408,"cc408d075f157e164c21c75b4cb3ad01","no","no",0,301.7,82,51.29,167.1,118,14.2,72.2,89,3.25,10.5,6,2.84,NA,"False."
"1832","O1",93,415,"0aa7b5d5983c5d6d2d6985d3fbc22a27","no","yes",42,152.3,90,25.89,NA,102,22.74,NA,130,NA,11.3,5,3.05,7,"False."
"1833","W4",68,510,"a21e05867c50bb663012e9b5a547aed7","no","no",0,195.4,116,33.22,212.1,101,18.03,138.4,134,6.23,15.1,11,4.08,1,"False."
"1834","I3",70,408,"f3caceb92c420a8cc0453690ada99991","no","no",0,208.7,97,35.48,275.5,83,23.42,182.5,122,8.21,8,3,NA,2,"False."
"1835","M6",138,415,"6a1467efb595c9fe7e5b953db203d4a8","no","yes",NA,190.1,87,32.32,223.2,123,18.97,256.2,130,11.53,14.2,6,3.83,0,"False."
"1836","D1",141,415,"b75a618a4baf67a024cfa688914fa068","no","yes",37,NA,87,31.52,178.5,128,15.17,218.3,107,9.82,8,3,2.16,4,"False."
"1837","M1",NA,415,"7a72f24068343fc97b55ead284ccf83c","no","yes",17,183.2,95,31.14,252.8,125,21.49,NA,95,7.05,9.7,3,2.62,0,"False."
"1838","N4",117,510,"914fef0161c98c9cccc6f8eecaf3bad6","yes","no",0,54.2,NA,9.21,NA,84,25.77,NA,84,7.73,8.6,2,2.32,1,"True."
"1839","I1",1,408,"5c69de0d61a781824b85b4520d5459d2","no","yes",26,208,115,35.36,185,113,15.73,177.7,144,8,8.1,9,2.19,1,"False."
"1840","A2",70,415,"570554a9ac9a7c06890bfda0cb50a837","no",NA,0,230.3,110,39.15,77.9,87,6.62,247.1,105,11.12,13.2,4,3.56,1,"False."
"1841","O3",87,510,"c57959eb6041ac56fdca4e431061618d","no","yes",NA,240.8,102,40.94,75.9,106,6.45,224.6,115,10.11,7.1,3,1.92,2,"False."
"1842",NA,52,510,NA,"no","yes",21,195.7,119,33.27,106.2,95,9.03,157.4,94,7.08,5.3,3,1.43,2,NA
"1843","W1",97,408,"4cfeb5c7948f5aeafac33fd74bda204e","no","no",0,276.1,82,46.94,201.1,106,17.09,231.3,73,10.41,8.9,4,2.4,0,"True."
"1844",NA,105,408,"01ea2b7ecc04002db509819e63c704f6","no","no",0,166.1,93,28.24,175.9,106,14.95,243.5,55,10.96,16.2,3,4.37,2,NA
"1845","S1",77,510,"013103622ff11eb21fabeb87eb4f641d","no","yes",NA,135.9,117,NA,244.5,102,20.78,207.5,74,9.34,11.5,3,3.11,4,"True."
"1846","N1",80,415,"b49921f6b3a0277473264053635d8808","yes","no",0,189.1,122,32.15,223.2,92,18.97,269,116,12.11,NA,3,3.75,2,"True."
"1847",NA,120,510,"85b0691725810798c71a041785872c51","no","yes",43,177.9,117,30.24,175.1,70,14.88,161.3,117,7.26,11.5,4,3.11,1,"False."
"1848","W4",54,408,"57cee02abc71e3fce5ccaaed4b828e7d","no","yes",39,143.9,73,24.46,210.3,117,17.88,129.2,117,5.81,12.5,8,3.38,2,"False."
"1849","F1",148,510,NA,"yes","no",0,148.2,NA,25.19,159.6,123,13.57,197.4,62,8.88,8.6,3,2.32,2,"False."
"1850","P1",119,408,"e5bb49cdd45544b2ce16ddd00ccb1402","no","no",0,287.1,115,48.81,159.3,99,13.54,216.8,86,9.76,13.9,1,3.75,2,"True."
"1851","N1",162,408,"0b4fb623eddefef8c66d384881290bdd","no","yes",26,179.7,144,30.55,218.1,129,18.54,212.3,105,9.55,9.3,8,2.51,1,"True."
"1852","M6",85,510,"a1241767c0f874ca4f6f1093cd7756bc","no","no",0,165.8,NA,28.19,190,141,16.15,144,116,6.48,10.9,3,2.94,5,"True."
"1853","K1",101,510,"6e166ee2e3349afba67140c7dbc56bcd","no","yes",25,144.1,144,24.5,167.6,NA,14.25,240,107,10.8,14.5,3,3.92,1,"False."
"1854","K2",172,415,"d4fc378aded194ffcd53fc9b786d88db","no","no",0,NA,85,29.33,253.1,71,21.51,221.6,113,9.97,5.9,6,1.59,0,"False."
"1855","D2",NA,415,"a05a0b35927dd2a028d5d6945541fd59","no","no",0,199.8,138,33.97,167.1,91,NA,271.8,94,NA,5.5,4,1.49,NA,"False."
"1856","W2",67,510,"169b1548a6ccc8180224d90b4df813f3","no","no",0,109.1,134,18.55,142.3,76,12.1,91.2,86,4.1,10.9,5,2.94,2,"False."
